Time_s,Time_ns,Vin_V,Vout_V,Vout_AC_V
2.04564806e-07,88.80253602274155,4.16914926e-05,-1.14264347,0.214153463156741
2.04969981e-07,89.20771102274156,4.95156155e-05,-1.19463131,0.1621656231567412
2.05538537e-07,89.77626702274158,5.98359288e-05,-1.26767847,0.08911846315674121
2.06092799e-07,90.33052902274157,6.90214633e-05,-1.33852356,0.018273373156741046
2.06816313e-07,91.05404302274155,7.94913654e-05,-1.43024312,-0.07344618684325899
2.07539827e-07,91.77755702274156,8.80039265e-05,-1.52128466,-0.16448772684325896
2.08263341e-07,92.50107102274157,9.43495391e-05,-1.61168072,-0.25488378684325896
2.08986856e-07,93.22458602274156,9.83719532e-05,-1.70140173,-0.34460479684325884
2.0971037e-07,93.94810002274157,9.99721236e-05,-1.79045045,-0.4336535168432589
2.10433884e-07,94.67161402274155,9.91106488e-05,-1.8788375,-0.5220405668432588
2.11157398e-07,95.39512802274157,9.58087412e-05,-1.96656657,-0.6097696368432588
2.11880912e-07,96.11864202274155,9.01477047e-05,-2.05364054,-0.6968436068432589
2.12527914e-07,96.76564402274155,8.31999296e-05,-2.1309548,-0.7741578668432589
2.13115594e-07,97.35332402274156,7.54644826e-05,-2.20073168,-0.843934746843259
2.13462077e-07,97.69980702274157,7.03200401e-05,-2.24167119,-0.8848742568432588
2.13638407e-07,97.87613702274156,6.75473352e-05,-2.26244914,-0.9056522068432591
2.13757322e-07,97.99505202274156,6.56213299e-05,-2.27643978,-0.9196428468432589
2.13848603e-07,98.08633302274156,6.41131472e-05,-2.28716744,-0.9303705068432591
2.13948289e-07,98.18601902274156,6.24373391e-05,-2.29887121,-0.9420742768432591
2.1400839e-07,98.24612002274156,6.14128167e-05,-2.3059215,-0.9491245668432591
2.1406241e-07,98.30014002274157,6.04830285e-05,-2.31225471,-0.9554577768432588
2.14117712e-07,98.35544202274156,5.95225612e-05,-2.31873461,-0.9619376768432588
2.14175818e-07,98.41354802274157,5.85041438e-05,-2.32553928,-0.968742346843259
